serial,serialLabel,countryLabel,composerLabel,rarsRatingLabel,derivativeWorkLabel
http://www.wikidata.org/entity/Q80512398,"Mira, Royal Detective",США,,,
http://www.wikidata.org/entity/Q86671336,Jodie,США,,,
http://www.wikidata.org/entity/Q86660087,Leo da Vinci,Италия,,,
http://www.wikidata.org/entity/Q85781625,Дракулито-вампирёныш,США,,,
http://www.wikidata.org/entity/Q85977939,Journey of Long,Филиппины,,,
http://www.wikidata.org/entity/Q97171992,Q97171992,Италия,,,
http://www.wikidata.org/entity/Q88679505,Toony Tube,Испания,,,
http://www.wikidata.org/entity/Q97179638,Q97179638,Италия,,,
http://www.wikidata.org/entity/Q86671467,Семь дней с Морси,Россия,,,
http://www.wikidata.org/entity/Q91849641,Hello Ninja,США,,,
http://www.wikidata.org/entity/Q83789040,Pinny's House,Великобритания,,,
http://www.wikidata.org/entity/Q86736256,Crisis Jung,Франция,,,
http://www.wikidata.org/entity/Q87728534,Поймай Тинипин!,Республика Корея,,,
http://www.wikidata.org/entity/Q96375741,Curious George,США,,,
http://www.wikidata.org/entity/Q96633730,Cirkeline,Дания,,,
http://www.wikidata.org/entity/Q88729511,StarBeam,Канада,,,
http://www.wikidata.org/entity/Q97199302,Тубер,Республика Корея,,,
http://www.wikidata.org/entity/Q97206916,ChiChiPingPing,Республика Корея,,,
http://www.wikidata.org/entity/Q97208323,Eastsea Guardians,Республика Корея,,,
http://www.wikidata.org/entity/Q82882018,The Rocketeer,США,Бо Блэк,,
http://www.wikidata.org/entity/Q86734764,Странные истории профессора Зарби,Канада,,,
http://www.wikidata.org/entity/Q89132337,Q89132337,Германия,,,
http://www.wikidata.org/entity/Q81542279,Кипо и Эра Чудесных Зверей,США,Дэниэл Рохас,,
http://www.wikidata.org/entity/Q81328164,Jellystone!,США,,,
http://www.wikidata.org/entity/Q89104600,The Bravest Knight,США,,,
http://www.wikidata.org/entity/Q96394303,Mulligan,США,,,
http://www.wikidata.org/entity/Q85990452,Омар и Хана,Малайзия,,,
http://www.wikidata.org/entity/Q81336147,Это Пони,Великобритания,,,
http://www.wikidata.org/entity/Q112478906,Ekans - Snakes Awake,Индия,,,
http://www.wikidata.org/entity/Q112302783,Littlekenny,Канада,,,
http://www.wikidata.org/entity/Q112507802,The Little Orchestra,Испания,,,
http://www.wikidata.org/entity/Q112507802,The Little Orchestra,Уругвай,,,
http://www.wikidata.org/entity/Q112584578,Andaluna y Samir,Испания,,,
http://www.wikidata.org/entity/Q112627840,Superdino,Китай,,,
http://www.wikidata.org/entity/Q112702091,The Boss Baby: Back in the Crib,США,,,
http://www.wikidata.org/entity/Q112714275,The Muscleteers,Германия,,,
http://www.wikidata.org/entity/Q111382701,Зомби Marvel,США,,,
http://www.wikidata.org/entity/Q111711266,Godoongdoong Symphony,Республика Корея,,,
http://www.wikidata.org/entity/Q112946897,Secret of the Cave,Бахрейн,,,
http://www.wikidata.org/entity/Q112507802,The Little Orchestra,Перу,,,
http://www.wikidata.org/entity/Q112945772,Lance Dur,Франция,,,
http://www.wikidata.org/entity/Q112977223,Фееринки,Россия,,,
http://www.wikidata.org/entity/Q112685369,Неудержимый жёлтый йети,Финляндия,,,
http://www.wikidata.org/entity/Q110211096,Мультяшки: Луниверситет,США,,,
http://www.wikidata.org/entity/Q112714039,Q112714039,Франция,,,
http://www.wikidata.org/entity/Q112036126,Super 10,Республика Корея,,,
http://www.wikidata.org/entity/Q112149474,Tasty Tales of the Food Truckers,Таиланд,,,
http://www.wikidata.org/entity/Q110442618,Bionic Max,Франция,,,
http://www.wikidata.org/entity/Q112299937,Хомяк и Гретель,США,Дэнни Жакоб,,
http://www.wikidata.org/entity/Q110663442,Пацаны: Осатанелые,США,,,
http://www.wikidata.org/entity/Q110722849,Super Giant Robot Brothers,США,,,
http://www.wikidata.org/entity/Q110588565,Семейка Праудов: Более громкие и более гордые,США,Курт Фаркуар,,
http://www.wikidata.org/entity/Q110734526,Angry Birds: Летнее безумие,США,,,
http://www.wikidata.org/entity/Q110734526,Angry Birds: Летнее безумие,Великобритания,,,
http://www.wikidata.org/entity/Q110800248,Action Pack,США,,,
http://www.wikidata.org/entity/Q111907311,Nature Heroes,Канада,Тревор Моррис,,
http://www.wikidata.org/entity/Q110709090,"Ada Twist, Scientist",США,,,
http://www.wikidata.org/entity/Q110962494,Я это уже видел,Россия,,18+,
http://www.wikidata.org/entity/Q112627840,Superdino,Республика Корея,,,
http://www.wikidata.org/entity/Q110779941,The Little Spudragon,Канада,,,
http://www.wikidata.org/entity/Q110734526,Angry Birds: Летнее безумие,Финляндия,,,
http://www.wikidata.org/entity/Q112212517,Забезу. Уши с хвостиком,Россия,Максим Исаакович Дунаевский,,
http://www.wikidata.org/entity/Q110800248,Action Pack,Канада,,,
http://www.wikidata.org/entity/Q110886120,Академия сверхъестественного,США,,12+,
http://www.wikidata.org/entity/Q112299937,Хомяк и Гретель,США,Дэн Повенмайр,,
http://www.wikidata.org/entity/Q111012688,Ark: The Animated Series,США,,,
http://www.wikidata.org/entity/Q112625341,Dino Powers,Китай,,,
http://www.wikidata.org/entity/Q110895881,Океанский патруль,Канада,,,
http://www.wikidata.org/entity/Q111106550,Отдел кадров,США,,,
http://www.wikidata.org/entity/Q110921128,ABC with Kenny G,Канада,,,
http://www.wikidata.org/entity/Q110908281,Chlorophyll from the Blue Sky,Италия,,,
http://www.wikidata.org/entity/Q111146823,Between Saajve and the sky,Швеция,,,
http://www.wikidata.org/entity/Q111146823,Between Saajve and the sky,Норвегия,,,
http://www.wikidata.org/entity/Q111168784,The Adventures of Digger and Friends,США,,,
http://www.wikidata.org/entity/Q111170259,Circle Square,Великобритания,,,
http://www.wikidata.org/entity/Q112760157,Чудаки,США,,,
http://www.wikidata.org/entity/Q111243141,Ninja Express,Бельгия,,,
http://www.wikidata.org/entity/Q111243141,Ninja Express,Франция,,,
http://www.wikidata.org/entity/Q111168666,Fairview,США,,,
http://www.wikidata.org/entity/Q111848478,Хэйли и Волшебное Сердце,Китай,Jonathan L. Evans,,
http://www.wikidata.org/entity/Q112675539,Mimi & Mr. Bobo,Испания,,,
http://www.wikidata.org/entity/Q110191919,Девушка-вампир Далза,Республика Корея,,,
http://www.wikidata.org/entity/Q111369513,Трансформеры: БотБоты,США,,,
http://www.wikidata.org/entity/Q111666284,Mironins,Испания,,,
http://www.wikidata.org/entity/Q110251481,Tea Tea Cherry,Республика Корея,,,
http://www.wikidata.org/entity/Q111170259,Circle Square,Ирландия,,,
http://www.wikidata.org/entity/Q110285503,After School Treasure Hunt,Республика Корея,,,
http://www.wikidata.org/entity/Q112760157,Чудаки,Канада,,,
http://www.wikidata.org/entity/Q111460104,Trivia Quest,США,,,
http://www.wikidata.org/entity/Q111534011,Чуч-Мяуч,Россия,"Космачёв, Игорь Иванович",0+,
http://www.wikidata.org/entity/Q111532450,Ice Age: Scrat Tales,США,,,
http://www.wikidata.org/entity/Q111534084,Новые приключения кота Леопольда,Россия,,,
http://www.wikidata.org/entity/Q111253624,Team Zenko Go,США,Калеб Чан,,
http://www.wikidata.org/entity/Q110435363,Joodyssey,Республика Корея,,,
http://www.wikidata.org/entity/Q111170469,Dicktown,США,,,
http://www.wikidata.org/entity/Q111443504,B. Virtanen,Финляндия,,,
http://www.wikidata.org/entity/Q111723477,Приключения медвежонка Расмуса,США,,,
http://www.wikidata.org/entity/Q111723477,Приключения медвежонка Расмуса,Германия,,,
http://www.wikidata.org/entity/Q111749122,My Little Pony: Зажги свою искорку,США,,,
http://www.wikidata.org/entity/Q111723477,Приключения медвежонка Расмуса,Великобритания,,,
http://www.wikidata.org/entity/Q111534084,Новые приключения кота Леопольда,Италия,,,
http://www.wikidata.org/entity/Q111723477,Приключения медвежонка Расмуса,Дания,,,
http://www.wikidata.org/entity/Q111907311,Nature Heroes,Датское королевство,Тревор Моррис,,
http://www.wikidata.org/entity/Q111749122,My Little Pony: Зажги свою искорку,Канада,,,
http://www.wikidata.org/entity/Q111916124,Oggy and the Cockroaches Next Generation,Франция,,,
http://www.wikidata.org/entity/Q111945020,Трансформеры: Земная Искра,США,,,
http://www.wikidata.org/entity/Q111949249,Battle Kitty,США,,,
http://www.wikidata.org/entity/Q111955724,Мир Кармы,США,,,
http://www.wikidata.org/entity/Q111962946,Pinecone & Pony,США,,,
http://www.wikidata.org/entity/Q111974131,От Ильича до Кузьмича (мультсериал),Россия,,,
http://www.wikidata.org/entity/Q111848478,Хэйли и Волшебное Сердце,Канада,Jonathan L. Evans,,
http://www.wikidata.org/entity/Q112036126,Super 10,Китай,,,
http://www.wikidata.org/entity/Q112052988,Mush-Mush & the Mushables,Франция,,,
http://www.wikidata.org/entity/Q111914866,Happy House of Frightenstein,Канада,,,
http://www.wikidata.org/entity/Q112117295,BrainFed,Германия,,,
http://www.wikidata.org/entity/Q112158040,Family Whizz,Китай,,,
http://www.wikidata.org/entity/Q112625341,Dino Powers,Республика Корея,,,
http://www.wikidata.org/entity/Q112175946,Alex and Alexis,Испания,,,
http://www.wikidata.org/entity/Q112234395,"Ну, погоди! Каникулы",Россия,,,
http://www.wikidata.org/entity/Q111112583,Tata & Kuma,Республика Корея,,,
http://www.wikidata.org/entity/Q112228469,The Adventures of Bernie,Франция,,,
http://www.wikidata.org/entity/Q110793209,Q110793209,Чили,,,
http://www.wikidata.org/entity/Q112252063,The Bunbury Tails,Великобритания,,,
http://www.wikidata.org/entity/Q112170063,Звёздные войны: Сказания о джедаях,США,Кевин Кайнер,,
http://www.wikidata.org/entity/Q111242138,Harp & Friends,Республика Корея,,,
http://www.wikidata.org/entity/Q111288543,Joobi the Fantastic Fox,Республика Корея,,,
http://www.wikidata.org/entity/Q112122132,Maxi Cat,Югославия,,,
http://www.wikidata.org/entity/Q111582646,Q111582646,Норвегия,,,
http://www.wikidata.org/entity/Q9176518,Benny and Lenny Travel the World,Польша,Тадеуш Коцюба,,
http://www.wikidata.org/entity/Q9197690,Q9197690,Польша,,,
http://www.wikidata.org/entity/Q9268679,Battle of the Planets,США,,,
http://www.wikidata.org/entity/Q9213155,Q9213155,Польша,,,
http://www.wikidata.org/entity/Q9259050,Q9259050,Польша,,,
http://www.wikidata.org/entity/Q9266853,Q9266853,Польша,,,
http://www.wikidata.org/entity/Q9362358,Q9362358,Польша,,,
http://www.wikidata.org/entity/Q8045331,Кибер 9: Новый рассвет,США,David Ari Leon,,
http://www.wikidata.org/entity/Q9887797,Big-Headed Kid and Small-Headed Father,Китай,,,
http://www.wikidata.org/entity/Q7776346,The Wrong Coast,США,,,
http://www.wikidata.org/entity/Q10269885,Eagle Riders,Япония,,,
http://www.wikidata.org/entity/Q10269885,Eagle Riders,США,,,
http://www.wikidata.org/entity/Q7771746,The Untouchables of Elliot Mouse,Испания,,,
http://www.wikidata.org/entity/Q7797445,Three Delivery,США,,,
http://www.wikidata.org/entity/Q9167929,Q9167929,Польша,Marek Kuczynski,,
http://www.wikidata.org/entity/Q10331090,Mission: Magic!,США,,,
http://www.wikidata.org/entity/Q9177398,Boo & Me,Великобритания,,,
http://www.wikidata.org/entity/Q7805207,Time Warp Trio,США,,,
http://www.wikidata.org/entity/Q7836662,Treasure,Австралия,,,
http://www.wikidata.org/entity/Q7804961,Time Cracks,Австралия,,,
http://www.wikidata.org/entity/Q10334813,Mópi,Португалия,,,
http://www.wikidata.org/entity/Q10373620,The Space Kidettes,США,,,
http://www.wikidata.org/entity/Q10363141,Rob the Robot,Сингапур,,,
http://www.wikidata.org/entity/Q7824243,Tooter Turtle,США,,,
http://www.wikidata.org/entity/Q7827286,Tortellini Western,США,,,
http://www.wikidata.org/entity/Q7776346,The Wrong Coast,Канада,,,
http://www.wikidata.org/entity/Q7776881,The Zimmer Twins,Канада,,,
http://www.wikidata.org/entity/Q7820037,Tommy Zoom,Великобритания,,,
http://www.wikidata.org/entity/Q7831247,Tracey McBean,Австралия,,,
http://www.wikidata.org/entity/Q7828486,Tottie: The Story of a Doll's House,Великобритания,,,
http://www.wikidata.org/entity/Q7843781,ТрипТанк,США,,,
http://www.wikidata.org/entity/Q7853807,Крутые гонки,Япония,,,
http://www.wikidata.org/entity/Q7853807,Крутые гонки,США,,,
http://www.wikidata.org/entity/Q9024245,Истории Альфа,США,Шуки Леви,,
http://www.wikidata.org/entity/Q10274647,Little Princess School,Бразилия,,,
http://www.wikidata.org/entity/Q7805207,Time Warp Trio,Канада,,,
http://www.wikidata.org/entity/Q7775385,The Wizard of Oz,США,,,
http://www.wikidata.org/entity/Q9210271,Dorothy the Dinosaur,Австралия,,,
http://www.wikidata.org/entity/Q9080571,SuperNews!,США,,,
http://www.wikidata.org/entity/Q10363141,Rob the Robot,Канада,,,
http://www.wikidata.org/entity/Q9181772,Q9181772,Польша,Jan Pospieszalski,,
http://www.wikidata.org/entity/Q7811364,Toad Patrol,Канада,Ian Tamblyn,,
http://www.wikidata.org/entity/Q9030747,Max Steel,США,,,
http://www.wikidata.org/entity/Q10355952,Jobi's Room,Бразилия,,,
http://www.wikidata.org/entity/Q7897553,Бесконтрольные,США,,,
http://www.wikidata.org/entity/Q7906933,VH1 ILL-ustrated,США,,,
http://www.wikidata.org/entity/Q7775078,Ветер в ивах,Великобритания,,,
http://www.wikidata.org/entity/Q8774078,Scooby-Doo and Scrappy-Doo,США,,,
http://www.wikidata.org/entity/Q7853807,Крутые гонки,Канада,,,
http://www.wikidata.org/entity/Q8566683,My Big Big Friend,Канада,,,
http://www.wikidata.org/entity/Q7913024,"Vampires, Pirates & Aliens",Великобритания,,,
http://www.wikidata.org/entity/Q7776921,Патруль Зула,США,Джефф Данна,,
http://www.wikidata.org/entity/Q10494049,Farbrorn som inte vill va' stor,Швеция,,,
http://www.wikidata.org/entity/Q10426467,Q10426467,Швеция,,,
http://www.wikidata.org/entity/Q8566683,My Big Big Friend,Бразилия,,,
http://www.wikidata.org/entity/Q7976799,Waynehead,США,,,
http://www.wikidata.org/entity/Q7803245,Bratz,США,Мэттью Джеррард,,
http://www.wikidata.org/entity/Q7941746,Vor-Tech: Undercover Conversion Squad,Канада,,,
http://www.wikidata.org/entity/Q8000653,Wild Grinders,США,,,
http://www.wikidata.org/entity/Q7998074,Wibbly Pig,Великобритания,,,
http://www.wikidata.org/entity/Q9177127,Роботы Болт и Блип,Канада,,,
http://www.wikidata.org/entity/Q9251780,Веселая компания,Германия,,,
http://www.wikidata.org/entity/Q10549858,Fun with Claude,Великобритания,,,
http://www.wikidata.org/entity/Q7845289,Trollkins,США,Хойт Куртин,,
http://www.wikidata.org/entity/Q7976799,Waynehead,Канада,,,
http://www.wikidata.org/entity/Q8025510,Winky Dink and You,США,,,
http://www.wikidata.org/entity/Q7980346,Weird Years,Канада,,,
http://www.wikidata.org/entity/Q8043191,Ксавьер: Ангел Изменник,США,,,
http://www.wikidata.org/entity/Q7991266,Монстры без присмотра,Канада,,,
http://www.wikidata.org/entity/Q9305318,Reggae Rabbits,Польша,,,
http://www.wikidata.org/entity/Q7775883,Величайшие супер друзья мира,США,Хойт Куртин,,
http://www.wikidata.org/entity/Q10577260,Marias barn,Швеция,,,
http://www.wikidata.org/entity/Q7775580,The Wombles,Великобритания,Mike Batt,,
http://www.wikidata.org/entity/Q8051751,Yellow Jacket: The Beach Crazy Cyclist,Швейцария,,,
http://www.wikidata.org/entity/Q8069871,Зево-3,США,,,
http://www.wikidata.org/entity/Q10591697,Myggan,Швеция,,,
http://www.wikidata.org/entity/Q10266094,DIBO the Gift Dragon,Республика Корея,,,
http://www.wikidata.org/entity/Q9355128,Titch,Великобритания,,,
http://www.wikidata.org/entity/Q9355227,Moville Mysteries,США,,,
http://www.wikidata.org/entity/Q9358209,The Sensibles,США,,,
http://www.wikidata.org/entity/Q9358688,Tigga & Togga,США,,,
http://www.wikidata.org/entity/Q7843493,Triple Z,Франция,,,
http://www.wikidata.org/entity/Q8062409,Yvon of the Yukon,Канада,,,
http://www.wikidata.org/entity/Q8069636,Zeroman,Канада,,,
http://www.wikidata.org/entity/Q9376184,Wobbly Land,Великобритания,,,
http://www.wikidata.org/entity/Q7828242,Totally Tooned In,США,Джеймс Стивенсон,,
http://www.wikidata.org/entity/Q9338576,Слагтерра,Канада,,,
http://www.wikidata.org/entity/Q9030749,Макс Стил,США,Майкл Тавера,,
http://www.wikidata.org/entity/Q9358688,Tigga & Togga,Канада,,,
http://www.wikidata.org/entity/Q9381375,Q9381375,Польша,Adam Markiewicz,,
http://www.wikidata.org/entity/Q9294636,Q9294636,Чехия,Мирослав Ванек,,
http://www.wikidata.org/entity/Q10339909,Valley of the Dinosaurs,США,Хойт Куртин,,
http://www.wikidata.org/entity/Q7809766,Титан Максимум,США,Шон Паттерсон,,
http://www.wikidata.org/entity/Q7817800,Tom Terrific,США,,,
http://www.wikidata.org/entity/Q8273251,The New Batman/Superman Adventures,США,,,
http://www.wikidata.org/entity/Q9648699,The Legend of Nezha,Китай,,,
http://www.wikidata.org/entity/Q7940813,Voltron Force,США,Стеффан Эндрюс,,
http://www.wikidata.org/entity/Q8505398,Q8505398,Чехословакия,,,
http://www.wikidata.org/entity/Q8505795,Q8505795,Чехословакия,,,
http://www.wikidata.org/entity/Q9376250,Q9376250,Чехословакия,Вацлав Заградник,,
http://www.wikidata.org/entity/Q2368074,Облонги,США,,,
http://www.wikidata.org/entity/Q2371355,Batfink,США,,,
http://www.wikidata.org/entity/Q2388162,Шерлок Холмс в 22 веке,США,,,
http://www.wikidata.org/entity/Q2394592,Руи - маленький Сид,Япония,,,
http://www.wikidata.org/entity/Q2561069,Приключения Конана-варвара,США,,0+,
http://www.wikidata.org/entity/Q2389359,Новый Капитан Скарлет,Великобритания,,,
http://www.wikidata.org/entity/Q2397820,Once Upon a Time... Planet Earth,Франция,,,
http://www.wikidata.org/entity/Q2394592,Руи - маленький Сид,Испания,,,
http://www.wikidata.org/entity/Q2404299,Funky Cops,Франция,,,
http://www.wikidata.org/entity/Q2396238,Бёрдмен,США,Тед Николс,,
http://www.wikidata.org/entity/Q2530652,Новые приключения Зорро,США,Рэй Эллис,,
http://www.wikidata.org/entity/Q2411688,The Goode Family,США,,,
http://www.wikidata.org/entity/Q2408454,Purno de Purno,Нидерланды,,,
http://www.wikidata.org/entity/Q2449187,Тутенштейн,США,,0+,
http://www.wikidata.org/entity/Q2425007,Шоу Брака,США,,,
http://www.wikidata.org/entity/Q2456777,Гетто,США,,,
http://www.wikidata.org/entity/Q2576362,Жирный пёс Мендоза,Великобритания,Натан Вонг,,
http://www.wikidata.org/entity/Q2413907,The Ripping Friends,Канада,,,
http://www.wikidata.org/entity/Q2509564,Дьяволик,США,,,
http://www.wikidata.org/entity/Q2509564,Дьяволик,Франция,,,
http://www.wikidata.org/entity/Q2487639,Space Goofs,Франция,,,
http://www.wikidata.org/entity/Q2440496,Хантик: Искатели секретов,Италия,,,
http://www.wikidata.org/entity/Q2451207,Franny's Feet,Канада,,,
http://www.wikidata.org/entity/Q2447786,Мир Бобби,США,,,Bobby's World
http://www.wikidata.org/entity/Q2465830,My Life Me,Канада,,,
http://www.wikidata.org/entity/Q2466673,Вызов Супер-друзей,США,Хойт Куртин,,
http://www.wikidata.org/entity/Q2467570,Боб и Маргарет,Канада,,,
http://www.wikidata.org/entity/Q2509564,Дьяволик,Италия,,,
http://www.wikidata.org/entity/Q2390062,Студенты,США,,,
http://www.wikidata.org/entity/Q2527127,Семейка Тофу,Франция,,,
http://www.wikidata.org/entity/Q2429279,Лис Никита,Украина,Мирослав Михайлович Скорик,,
http://www.wikidata.org/entity/Q2535224,Spiral Zone,США,,,
http://www.wikidata.org/entity/Q2539367,Жизнь и приключения Тима,США,,,
http://www.wikidata.org/entity/Q2552827,Капитан Фламинго,Канада,Джоно Грант,,
http://www.wikidata.org/entity/Q2574056,Король Артур и рыцари без страха и упрёка,США,Шуки Леви,0+,
http://www.wikidata.org/entity/Q2569415,Jabberjaw,США,,,
http://www.wikidata.org/entity/Q2548601,Зорро. Поколение Z,США,,,
http://www.wikidata.org/entity/Q2553159,Creepschool,Швеция,,,
http://www.wikidata.org/entity/Q2553745,Толстый Альберт и дети Косби,США,,,
http://www.wikidata.org/entity/Q2555917,Проект Зета,США,,,
http://www.wikidata.org/entity/Q2560489,Touché Turtle and Dum Dum,США,,,
http://www.wikidata.org/entity/Q2560233,Планета монстров,Канада,,0+,
http://www.wikidata.org/entity/Q2555510,Таинственный мир Санта-Клауса,Франция,,,
http://www.wikidata.org/entity/Q2468339,Джем,США,,,Джем и Голограммы
http://www.wikidata.org/entity/Q2558605,Rolie Polie Olie,Франция,,,
http://www.wikidata.org/entity/Q2566787,Winsome Witch,США,,,
http://www.wikidata.org/entity/Q2567168,Squiddly Diddly,США,,,
http://www.wikidata.org/entity/Q2567343,Легион Супергероев,США,,,
http://www.wikidata.org/entity/Q2571162,Детектив Друпи,США,,,
http://www.wikidata.org/entity/Q2572131,Pink Panther and Sons,США,,,
http://www.wikidata.org/entity/Q2576777,Кибергонка,США,,,
http://www.wikidata.org/entity/Q2576897,Космический Призрак,США,,,
http://www.wikidata.org/entity/Q2566411,Ковбои с Дикого Запада,США,Гордон Гудуин,,
http://www.wikidata.org/entity/Q2572813,Пожарный Сэм,Великобритания,,,
http://www.wikidata.org/entity/Q2527127,Семейка Тофу,Канада,,,
http://www.wikidata.org/entity/Q2596603,Смертельная битва: Защитники Земли,США,,,
http://www.wikidata.org/entity/Q2599022,Yakkity Yak,США,,,
http://www.wikidata.org/entity/Q2599111,Ток-шоу Финеса и Ферба,США,,,
http://www.wikidata.org/entity/Q2600609,Гаджет и Гаджетины,США,,,
http://www.wikidata.org/entity/Q2601647,Laff-A-Lympics,США,,,
http://www.wikidata.org/entity/Q2379793,Barbapapa,Япония,Джуп Стоккерманс,,
http://www.wikidata.org/entity/Q2539381,Dragon Booster,Канада,,,
http://www.wikidata.org/entity/Q2555510,Таинственный мир Санта-Клауса,Канада,,,
http://www.wikidata.org/entity/Q2558605,Rolie Polie Olie,Канада,,,
http://www.wikidata.org/entity/Q2594360,Клементина,Франция,,,
http://www.wikidata.org/entity/Q2557243,Люди в чёрном,США,Джим Лэтэм,,Men in Black: The Series
http://www.wikidata.org/entity/Q2566411,Ковбои с Дикого Запада,США,Митиру Яманэ,,
http://www.wikidata.org/entity/Q2583887,Мир Квеста,Канада,,,
http://www.wikidata.org/entity/Q2569394,Тупой и ещё тупее,США,Марк Мазерсбо,,
http://www.wikidata.org/entity/Q2569695,C.O.P.S.,США,Шуки Леви,,
http://www.wikidata.org/entity/Q2557243,Люди в чёрном,США,Джим Лэтэм,,Men in Black: The Series – Crashdown
http://www.wikidata.org/entity/Q2557243,Люди в чёрном,США,Джим Лэтэм,,Men in Black 2: The Series
http://www.wikidata.org/entity/Q2395696,"Dynomutt, Dog Wonder",США,Хойт Куртин,,
http://www.wikidata.org/entity/Q2565099,Шаззен,США,Хойт Куртин,,
http://www.wikidata.org/entity/Q2412540,Принцесса Сисси,Франция,Michael Dachs,,
http://www.wikidata.org/entity/Q2566764,Бетховен,США,,,
http://www.wikidata.org/entity/Q2412540,Принцесса Сисси,Франция,Шуки Леви,,
http://www.wikidata.org/entity/Q2576727,Тик-герой,США,Даг Катсарос,,The Tick
http://www.wikidata.org/entity/Q2412540,Принцесса Сисси,Франция,Udi Harpaz,,
http://www.wikidata.org/entity/Q2456777,Гетто,Республика Корея,,,
http://www.wikidata.org/entity/Q2568039,The Ruff & Reddy Show,США,Хойт Куртин,,
http://www.wikidata.org/entity/Q2412540,Принцесса Сисси,Франция,Хаим Сабан,,
http://www.wikidata.org/entity/Q2406442,Годзилла,Япония,Хойт Куртин,,
http://www.wikidata.org/entity/Q2571211,Невероятные приключения Джонни Квеста,США,Гай Мун,,
http://www.wikidata.org/entity/Q2572460,Yogi's Gang,США,Хойт Куртин,,
http://www.wikidata.org/entity/Q2412540,Принцесса Сисси,Канада,Michael Dachs,,
http://www.wikidata.org/entity/Q2412540,Принцесса Сисси,Канада,Шуки Леви,,
http://www.wikidata.org/entity/Q2406442,Годзилла,США,Хойт Куртин,,
http://www.wikidata.org/entity/Q2412540,Принцесса Сисси,Канада,Udi Harpaz,,
http://www.wikidata.org/entity/Q2604325,Пат и Станли,Бельгия,Франк Маршаль,,
http://www.wikidata.org/entity/Q2412540,Принцесса Сисси,Канада,Хаим Сабан,,
http://www.wikidata.org/entity/Q2583799,Годзилла,Япония,,,
http://www.wikidata.org/entity/Q2583799,Годзилла,США,,,
http://www.wikidata.org/entity/Q2552827,Капитан Фламинго,Филиппины,Джоно Грант,,
http://www.wikidata.org/entity/Q2570867,Шоу Тома и Джерри,США,Хойт Куртин,,
http://www.wikidata.org/entity/Q2574359,Геркулоиды,США,Тед Николс,,
http://www.wikidata.org/entity/Q2571339,Curious George,США,,,
http://www.wikidata.org/entity/Q2615497,Чудаки,Франция,,,
http://www.wikidata.org/entity/Q2414772,Повторная загрузка,Канада,Роберт Бакли,,
http://www.wikidata.org/entity/Q2556895,Сова,Великобритания,,,
http://www.wikidata.org/entity/Q11706298,Q11706298,Чехословакия,Jaroslav Celba,,
http://www.wikidata.org/entity/Q11812685,Q11812685,Чехия,Petr Skoumal,,
http://www.wikidata.org/entity/Q11058693,Balala the Fairies,Китай,,,
http://www.wikidata.org/entity/Q11814117,Q11814117,Чехия,Petr Skoumal,,
http://www.wikidata.org/entity/Q11078457,Mole’s World,Китай,,,
http://www.wikidata.org/entity/Q11088597,Rainbow Sea,Китай,,,
http://www.wikidata.org/entity/Q11860270,Galilei ja kadonneet lelut,Финляндия,,,
http://www.wikidata.org/entity/Q12016698,Q12016698,Чехословакия,Josef Pech,,
http://www.wikidata.org/entity/Q11892038,The Island of Inis Cool,Ирландия,,,
http://www.wikidata.org/entity/Q11698080,Dreadfully Titled Movie,Польша,Voo Voo,,"The Reversed Mountain, or Dreadfully Titled Movie"
http://www.wikidata.org/entity/Q12027303,Jája and Pája,Чехословакия,Petr Skoumal,,
http://www.wikidata.org/entity/Q11130281,The Flooding of Jinshan Temple,Китай,,,
http://www.wikidata.org/entity/Q11824998,Porwanie Baltazara Gąbki,Польша,Тадеуш Коцюба,,
http://www.wikidata.org/entity/Q11120862,Пиф и Геркулес,Франция,Александр Депла,,
http://www.wikidata.org/entity/Q12022227,Q12022227,Чехословакия,Jaroslav Celba,,
http://www.wikidata.org/entity/Q11150580,Haier Brothers,Китай,,,
http://www.wikidata.org/entity/Q12024436,Q12024436,Чехословакия,Ota Navrátilík,,
http://www.wikidata.org/entity/Q11829971,Приключения Голубого Рыцаря,Польша,Вальдемар Казанецкий,,
http://www.wikidata.org/entity/Q12029468,Q12029468,Чехословакия,Jaroslav Celba,,
http://www.wikidata.org/entity/Q10859342,Q10859342,Чехословакия,Petr Skoumal,,
http://www.wikidata.org/entity/Q12029914,Q12029914,Чехословакия,Роберт Джиса,,
http://www.wikidata.org/entity/Q12031192,Q12031192,Чехословакия,Jaroslav Celba,,
http://www.wikidata.org/entity/Q11863012,Dejiny udatného ceského národa,Чехия,Petr Prchal,,
http://www.wikidata.org/entity/Q12020950,Q12020950,Чехословакия,Вадим Петров,,
http://www.wikidata.org/entity/Q11812736,Q11812736,Чехия,Jiří Strohner,,
http://www.wikidata.org/entity/Q11734930,Q11734930,Польша,Bogumił Pasternak,,
http://www.wikidata.org/entity/Q11783684,Q11783684,Польша,Marek Kuczynski,,
http://www.wikidata.org/entity/Q11736541,Q11736541,Польша,Zenon Kowalowski,,
http://www.wikidata.org/entity/Q11785482,Q11785482,Польша,Krzysztof Marzec,,
http://www.wikidata.org/entity/Q11785482,Q11785482,Польша,Марцин Поспешальский,,
http://www.wikidata.org/entity/Q11169580,Čarodějné pohádky,Чехия,Карел Холас,,
http://www.wikidata.org/entity/Q10857013,Q10857013,Чехия,Петр Гапка,,
